brand,iccidPREFIX,iccid,firstbundle,topupdate,resellerid,offmgrid,autorenewal_status,amt, Residual 
LMPLUS,NULL,000121513515,2016-02-06,2016-02-06,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,35, $1.40 
LMPLUS,NULL,000121864918,2016-01-03,2016-02-03,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000121868281,2016-01-18,2016-02-17,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000114106541,2016-01-11,2016-02-07,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114437565,2016-01-18,2016-02-17,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114111228,2016-01-03,2016-01-29,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114112473,2016-01-26,2016-02-25,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000121563692,2016-02-01,2016-02-25,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000121869552,2016-01-07,2016-02-07,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000121864058,2016-01-03,2016-02-03,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000121563858,2016-01-03,2016-01-29,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000121864496,2015-12-27,2016-01-29,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000121565127,2016-01-10,2016-02-09,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114105691,2016-01-10,2016-02-06,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114103530,2015-12-26,2016-02-04,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000114435726,2016-01-04,2016-02-03,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000114431543,2016-01-28,2016-01-29,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000121562348,2016-01-11,2016-02-07,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114437201,2016-01-10,2016-02-07,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000121868471,2016-01-10,2016-02-08,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000121864041,2015-12-30,2016-01-27,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114320084,2016-01-03,2016-01-29,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,55, $2.20 
LMPLUS,NULL,000114316827,2015-12-14,2016-02-08,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,35, $1.40 
LMPLUS,NULL,000114320456,2015-12-28,2016-01-28,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114439496,2016-01-26,2016-02-24,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000121868034,2016-01-08,2016-02-06,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000121513408,2016-01-24,2016-02-23,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,35, $1.40 
LMPLUS,NULL,000121563718,2015-12-28,2016-01-28,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114106152,2016-01-01,2016-01-28,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114105030,2016-01-04,2016-01-31,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114105246,2015-12-21,2016-01-27,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000121864322,2016-01-21,2016-02-18,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114432491,2016-01-19,2016-02-18,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000121513606,2016-01-25,2016-02-22,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000114106699,2016-01-04,2016-01-30,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000121864108,2016-01-22,2016-02-21,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114106673,2016-02-01,2016-02-24,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000121864884,2016-01-09,2016-02-04,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114438878,2016-01-23,2016-02-22,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114106566,2015-12-29,2016-01-26,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,23, $0.92 
LMPLUS,NULL,000114317858,2015-11-14,2016-02-04,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000121565226,2016-01-19,2016-02-15,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114107135,2016-01-09,2016-02-04,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114321066,2016-01-04,2016-02-04,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114437995,2016-01-15,2016-02-15,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114317049,2016-01-21,2016-02-15,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114110782,2016-01-05,2016-02-01,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000121562397,2016-01-13,2016-02-11,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000121562710,2016-01-03,2016-02-05,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114105477,2016-01-11,2016-02-10,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000121564971,2015-12-16,2016-02-05,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000121513507,2016-01-23,2016-02-20,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000121562744,2016-01-11,2016-02-10,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000121864850,2016-01-12,2016-02-12,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000121563775,2016-01-13,2016-02-12,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000121864868,2016-01-12,2016-02-12,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000121564930,2016-01-14,2016-02-12,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114439389,2016-01-19,2016-02-12,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,23, $0.92 
LMPLUS,NULL,000114316355,2016-01-13,2016-02-13,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114316645,2015-12-27,2016-01-26,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000121864165,2016-01-14,2016-02-13,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000121557595,2016-01-11,2016-02-08,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000121565663,2016-01-18,2016-02-12,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114316991,2015-11-23,2016-01-26,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000114103456,2015-12-22,2016-01-26,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114321637,2016-01-14,2016-02-13,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,23, $0.92 
LMPLUS,NULL,000121563833,2016-01-08,2016-01-26,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000121864355,2015-12-27,2016-01-26,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114316264,2015-11-19,2016-02-19,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,23, $0.92 
LMPLUS,NULL,000114437086,2016-01-11,2016-02-06,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000114316173,2015-12-14,2016-02-16,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114103456,2015-12-22,2016-02-25,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000121862565,2015-12-18,2016-02-16,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000121563247,2015-12-17,2016-02-16,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000114110824,2015-12-22,2016-02-16,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114316991,2015-11-23,2016-02-25,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000114441955,2015-12-19,2016-02-16,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114113349,2015-12-11,2016-02-16,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114316983,2015-12-17,2016-02-16,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Auto_renewal,19, $1.33 
LMPLUS,NULL,000114441252,2015-12-07,2016-02-09,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000121564120,2015-12-18,2016-02-17,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114102763,2015-12-09,2016-02-07,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114103951,2015-12-13,2016-02-09,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114111822,2015-12-07,2016-01-31,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114110766,2015-12-08,2016-02-07,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000121862243,2015-12-09,2016-02-07,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Auto_renewal,29, $2.03 
LMPLUS,NULL,000114316314,2015-12-17,2016-02-17,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000114111038,2015-12-11,2016-02-09,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000121562736,2015-12-01,2016-02-07,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Auto_renewal,29, $2.03 
LMPLUS,NULL,000114103464,2015-12-28,2016-02-25,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000121869917,2015-12-11,2016-02-09,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Auto_renewal,29, $2.03 
LMPLUS,NULL,000114430404,2015-12-01,2016-01-30,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000121869891,2015-12-21,2016-02-17,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000121863860,2015-11-13,2016-02-07,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114103555,2015-12-26,2016-02-23,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114111681,2015-12-27,2016-02-22,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114320456,2015-12-28,2016-01-29,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,45, $1.80 
LMPLUS,NULL,000114433978,2015-11-16,2016-01-29,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000121863613,2015-10-03,2016-01-29,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114102235,2015-11-30,2016-01-29,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114102862,2015-11-20,2016-01-28,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,23, $0.92 
LMPLUS,NULL,000114432293,2015-11-28,2016-01-29,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114102177,2015-11-30,2016-01-29,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,23, $0.92 
LMPLUS,NULL,000121869339,2015-12-19,2016-02-24,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114316082,2015-11-29,2016-01-28,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,19, $0.76 
LMPLUS,NULL,000121726398,2015-12-24,2016-02-24,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,29, $1.16 
LMPLUS,NULL,000114432848,2015-11-26,2016-01-28,LMPUS-SIM-WS-LI-P-CA-AHPR,AHPREPAIDSOLUTIONS,Normal_renewal,45, $1.80 
